"node1","node2","bact2_w0_net","bact2_w24_net"
"Node9","Node1","0.00181267476185067","0"
"Node50","Node1","0","0"
"Node113","Node1","0.0463135372607236","0"
"Node122","Node1","0.106559135743348","0"
"Node23","Node2","0.037649257098807","0.024126986528382"
"Node30","Node2","0.170247973809644","0"
"Node46","Node2","0.10905158135324","0"
"Node53","Node2","0.00302455110665647","0"
"Node65","Node2","0.0819092378157415","0.0901636213486967"
"Node82","Node2","0.0271023871035855","0"
"Node86","Node2","0","0.00488042629123276"
"Node32","Node3","0.000674966272612866","0.184803176814819"
"Node61","Node4","0.0194555942489578","0.0959108237129211"
"Node64","Node4","0.135891560141709","0.0176487515253502"
"Node92","Node4","0.0818135348932824","0"
"Node94","Node4","0.0971414631456052","0"
"Node82","Node5","0","0"
"Node7","Node6","0.245855099271439","0.1448322900031"
"Node82","Node6","0.0424719370344674","0"
"Node91","Node6","0.0573278123022078","0"
"Node73","Node7","0.023327369927533","0.000204419561263059"
"Node90","Node7","0.0197296413644729","0.0603248837660566"
"Node91","Node7","0.0731710072417509","0.0583130686526537"
"Node91","Node8","0.0674583356727547","0.040462665078133"
"Node93","Node9","0.0945357809156051","0.0737172644403701"
"Node97","Node9","0.0665184688321367","0"
"Node26","Node10","0.012996019075273","0"
"Node54","Node10","0.0123774285746329","0"
"Node77","Node10","0.131319724828913","0"
"Node96","Node10","0.0650095723551767","0"
"Node81","Node11","0.0539294418463336","0"
"Node89","Node11","0.0985465389678971","0"
"Node125","Node11","0.0288584722393268","0"
"Node30","Node13","0.068944123745216","0"
"Node31","Node13","0.170774408827682","0"
"Node32","Node13","0.119367873160283","0"
"Node43","Node13","0.0496332354925084","0"
"Node44","Node13","0.101349368202099","0"
"Node45","Node13","0.088696403344949","0"
"Node48","Node13","0.204452973885311","0.0473998567683573"
"Node51","Node13","0.0601175489377952","0"
"Node60","Node13","0.00251386537747762","0"
"Node62","Node13","0.0118749677184256","0.0227796493087886"
"Node65","Node13","0.00735564678418621","0"
"Node15","Node14","0.150577473209552","0.186150956691065"
"Node19","Node14","0.0110187429272076","0"
"Node22","Node14","0","0"
"Node28","Node14","0.141954656333013","0.0181537233188131"
"Node30","Node14","0.0085100991176625","0"
"Node31","Node14","0.0019672597533748","0"
"Node32","Node14","0.0680180651749498","0"
"Node45","Node14","0.197075929822178","0.0177146876106496"
"Node51","Node14","0.0461041241758205","0"
"Node60","Node14","0.0110450099249298","0"
"Node62","Node14","0.0817517279681865","0"
"Node9","Node15","0.0265606090547629","0"
"Node19","Node15","0.0331578252689724","0"
"Node22","Node15","0.00410381434689376","0.037497038199771"
"Node23","Node15","0.0238963609616726","0.0162332080035517"
"Node26","Node15","0.205639170920155","0.124714379270549"
"Node27","Node15","0.148096556246699","0"
"Node28","Node15","0.189023745092099","0.137871112526687"
"Node30","Node15","0.111421461898469","0.0287175553305621"
"Node31","Node15","0.104376180546192","0.0153417823598014"
"Node32","Node15","0.0569729435402595","0"
"Node35","Node15","0.0743711597301307","0"
"Node41","Node15","0.0116104613155566","0"
"Node42","Node15","0.0617941787190181","0"
"Node44","Node15","0.00185976763239032","0"
"Node45","Node15","0.0931284566276908","0.0854499972515257"
"Node46","Node15","0.109553585392021","0.00391170969187874"
"Node51","Node15","0.0291990379846513","0"
"Node65","Node15","0.0013285003846617","0"
"Node67","Node15","0.167063287079682","0.0325104554327585"
"Node75","Node15","0.0304046694817203","0"
"Node85","Node15","0","0"
"Node93","Node15","0.0149944025546887","0"
"Node95","Node15","0.00857723286968497","0"
"Node96","Node15","0.00135162968053989","0.0222403705421667"
"Node23","Node16","0.0173895173555522","0.0395393791958826"
"Node28","Node16","0","0"
"Node55","Node16","0","0.0387195289578843"
"Node95","Node16","0.0152658519262499","0"
"Node69","Node17","0.0322946750507758","0"
"Node88","Node17","0.00337089492599337","0"
"Node19","Node18","0.0840768829448068","0"
"Node39","Node18","0.0356159897447487","0"
"Node43","Node18","0.035399561902304","0.062493964476638"
"Node46","Node18","0.0108975189136728","0"
"Node47","Node18","0.0698066945975527","0"
"Node50","Node18","0.0813774703516747","0.0284992751373914"
"Node52","Node18","0.113987622521001","0"
"Node54","Node18","0.139504563778049","0.0578586788347756"
"Node56","Node18","0.152299870903713","0"
"Node59","Node18","0.108591105977132","0.0174865748276484"
"Node72","Node18","0.0652195199662357","0"
"Node74","Node18","0.107820852696128","0"
"Node78","Node18","0.00918873056220668","0"
"Node82","Node18","0.0939623488314427","0"
"Node84","Node18","0.00156449982230526","0"
"Node85","Node18","0","0"
"Node86","Node18","0.0139840468931639","0.00837830919272431"
"Node91","Node18","0.107592813227099","0"
"Node97","Node18","0.104735658728545","0"
"Node9","Node19","0.0784296718108367","0.0130052046198527"
"Node23","Node19","0.144407321438807","0"
"Node28","Node19","0.0374349891901442","0.00269239261693487"
"Node30","Node19","0.0276100191321374","0"
"Node35","Node19","0.09172002913941","0"
"Node43","Node19","0.0994512387658735","0.00520808131540106"
"Node45","Node19","0.0824364494052578","0"
"Node47","Node19","0.0599626506964588","0.0121060706023472"
"Node49","Node19","0","0"
"Node50","Node19","0.109666320080038","0"
"Node54","Node19","0.100518410394339","0.0604771969595133"
"Node59","Node19","0.0212216207563697","0.0198147357322769"
"Node65","Node19","0.00763479743620976","0"
"Node67","Node19","0.00779738140322839","0"
"Node72","Node19","0.0533755195946833","0"
"Node73","Node19","0.0147364113289561","0"
"Node74","Node19","0.0495285919789494","0.110822684308193"
"Node75","Node19","0.0210587932484141","0"
"Node83","Node19","0","0"
"Node84","Node19","0","0"
"Node85","Node19","0","0"
"Node86","Node19","0.139881307489852","0.0152123691705571"
"Node93","Node19","0.00396300062492701","0"
"Node97","Node19","0","0"
"Node57","Node20","0.0190161867606943","0"
"Node38","Node21","0.013255877787907","0"
"Node61","Node21","0.0568984420877005","0"
"Node25","Node22","0.0114155340398463","0.106414429726356"
"Node28","Node22","0.0917660805315301","0.0528419038898953"
"Node30","Node22","0.172212973620834","0.0969819536258329"
"Node46","Node22","0.194920764493415","0.0296365753975229"
"Node47","Node22","0.0525739344372155","0.124300199105274"
"Node86","Node22","0","0"
"Node9","Node23","0.0225522323788311","0"
"Node26","Node23","0.0751980770876542","0"
"Node28","Node23","0.123710012955221","0.0188585749500071"
"Node30","Node23","0.186506563541218","0.0288599573760846"
"Node47","Node23","0.198960248975966","0.115342045471338"
"Node49","Node23","0.0896987894390394","0.0541627898908658"
"Node50","Node23","0.042763505481756","0.0496355878559411"
"Node54","Node23","0.0704689447084328","0.129308041272296"
"Node56","Node23","0.0204704884722475","0.002362069833913"
"Node65","Node23","0.00119811042791197","0.0901636213486967"
"Node84","Node23","0.00684672991063116","0"
"Node27","Node24","0.00968549332275599","0"
"Node42","Node24","0.0248761416902369","0.00799596265607621"
"Node64","Node24","0.00519147765351425","0"
"Node69","Node24","0.020048550564403","0"
"Node72","Node24","0.0584369109771942","0"
"Node93","Node24","0.247939479635992","0"
"Node44","Node25","0.000256050227298182","0"
"Node49","Node25","0.0331400555418316","0.145547844398277"
"Node28","Node26","0.00516485790493353","0.0887903647248137"
"Node30","Node26","0.176590746469681","0.0460514751706136"
"Node31","Node26","0.0854732432599192","0.0970501778852762"
"Node37","Node26","0.000463577411971047","0"
"Node41","Node26","0.0786367464029129","0.0369315665988336"
"Node44","Node26","0.110280983087493","0.0784988863556158"
"Node45","Node26","0.0111384136452161","0.0846410779488348"
"Node46","Node26","0.0287269561197906","0.0617934957958829"
"Node49","Node26","0.107227619466717","0.0570695213624864"
"Node51","Node26","0.24792383075613","0.00877658673120429"
"Node54","Node26","0.136306586366769","0"
"Node62","Node26","0.0678869504684781","0"
"Node65","Node26","0.0879653829903783","0"
"Node67","Node26","0.0240039151800567","0.130455514523359"
"Node77","Node26","0.0209291522476914","0"
"Node78","Node26","0.0605758597341697","0.0174007169548431"
"Node82","Node26","0","0.116032560247052"
"Node31","Node27","0.0993145677004745","0"
"Node32","Node27","0.0940258767336533","0"
"Node41","Node27","0.0816984084794666","0.0555633062460942"
"Node42","Node27","0.142617150425755","0"
"Node52","Node27","0.0147063576881199","0"
"Node64","Node27","0.092724629109104","0"
"Node67","Node27","0.0846498263776133","0"
"Node72","Node27","0.121608902380459","0"
"Node74","Node27","0.0546820320412061","0"
"Node82","Node27","0","0"
"Node87","Node27","0.0580405043253047","0"
"Node94","Node27","0.151320392483211","0"
"Node97","Node27","0.0492631459607317","0"
"Node9","Node28","0.0982071909827037","0"
"Node30","Node28","0.0980788611075929","0.0255402423669546"
"Node31","Node28","0.0196850157147591","0.0639987413477237"
"Node39","Node28","0","0.0532177389089093"
"Node44","Node28","0.0444389852294232","0.0623841426860879"
"Node45","Node28","0.147558304796305","0.0718415481179642"
"Node46","Node28","0.0559451267677743","0.0937754150690982"
"Node47","Node28","0.00304425884437471","0.0646877415928368"
"Node48","Node28","0.0721978681827197","0"
"Node49","Node28","0.0336716414825039","0.0450787205012191"
"Node50","Node28","0","0.0427619367018036"
"Node53","Node28","0","0"
"Node54","Node28","0.0272063950795865","0.0187312141997625"
"Node60","Node28","0.0644540003647753","0.0694646144351303"
"Node67","Node28","0.107108274534074","0.00636590099451266"
"Node82","Node28","0","0.0197647150175667"
"Node84","Node28","0.0192788397264082","0.00831768550787901"
"Node85","Node28","0.071792782488727","0.0574663018602183"
"Node95","Node28","0.176369430244382","0.0301615703636874"
"Node96","Node28","0.0284381092397482","0.0263715160237254"
"Node5","Node29","0.01312674592156","0.00650875904317091"
"Node30","Node29","0.0603558758199095","0.0761215280916949"
"Node41","Node29","0.0178500474011332","0"
"Node44","Node29","0.0265000356893386","0"
"Node46","Node29","0.0419503520047624","0.0834028260392493"
"Node49","Node29","0","0.0176038153540369"
"Node56","Node29","0.0756418999279956","0"
"Node78","Node29","0.143255491423243","0.0433014701039883"
"Node79","Node29","0.0752351672072519","0.0695856020124762"
"Node82","Node29","0.0632538870091346","0.00023471965542312"
"Node84","Node29","0.116486718192732","0.0122245753130971"
"Node85","Node29","0.0207635154787041","0"
"Node86","Node29","0","0.0151344735123937"
"Node97","Node29","0.0949237924671692","0"
"Node9","Node30","0.0343480057031423","0.0869073962452916"
"Node31","Node30","0.116322291858122","0.148854590966404"
"Node39","Node30","0","0.0829587076220172"
"Node41","Node30","0.047760255695978","0.217073816456629"
"Node43","Node30","0.192797522294398","0.0173551342864894"
"Node44","Node30","0.0786294576961476","0.0254315506905359"
"Node45","Node30","0.0882579112929717","0.134021506872982"
"Node46","Node30","0.194813648929798","0.0975358816739639"
"Node47","Node30","0.0775871225687059","0"
"Node48","Node30","0.021957893965722","0"
"Node49","Node30","0.0794328112386907","0"
"Node50","Node30","0.171845552262031","0.0200506792707893"
"Node51","Node30","0.168742778732968","0"
"Node52","Node30","0","0"
"Node53","Node30","0.0700759963633621","0"
"Node54","Node30","0.0511537524282406","0"
"Node56","Node30","0.100225157117094","0"
"Node59","Node30","0.0382680241729106","0.0357531995276646"
"Node62","Node30","0.0128675352601703","0"
"Node65","Node30","0.142635739029322","0.0432159903488554"
"Node67","Node30","0.0243444168517734","0"
"Node72","Node30","0.00427097276143403","0"
"Node73","Node30","0.0174488061425657","0"
"Node74","Node30","0.0826932736583177","0.0022451694911382"
"Node77","Node30","0.00670016055600541","0.0125502081002833"
"Node78","Node30","0.139049599122618","0.0550613676912452"
"Node82","Node30","0.0751355489350441","0.0111881048547128"
"Node83","Node30","0.0661884472985324","0"
"Node84","Node30","0.0235142758700606","0.00636477419562543"
"Node85","Node30","0.0315500258017152","0"
"Node86","Node30","0.128371319588164","0"
"Node91","Node30","0.0842048405640321","0"
"Node97","Node30","0.026715304355549","0"
"Node32","Node31","0.252321437195054","0.184803176814819"
"Node37","Node31","0.0121920578734505","0"
"Node39","Node31","0","0"
"Node43","Node31","0.0398085287121229","0"
"Node44","Node31","0.20580979058707","0.0133073555654962"
"Node45","Node31","0.155062509597489","0.0905108896571738"
"Node46","Node31","0.0988055538939702","0.0129082838938569"
"Node47","Node31","0.00910305884996176","0"
"Node48","Node31","0.115786268933171","0"
"Node49","Node31","0.0303868801657505","0.0302179086060008"
"Node50","Node31","0.0035609159454757","0"
"Node51","Node31","0.111753013008648","0"
"Node56","Node31","0.0007881619175467","0"
"Node62","Node31","0","0"
"Node65","Node31","0.0293171787177023","0"
"Node68","Node31","0.00157633812134288","0"
"Node72","Node31","5.22301647027803e-05","0"
"Node74","Node31","0.140103853358929","0"
"Node77","Node31","0.111349267782685","0.0202248273833364"
"Node78","Node31","0.00565956551666076","0"
"Node82","Node31","0.113724533591272","0"
"Node91","Node31","0.130446346918246","0"
"Node6","Node32","0.0455444712864495","0"
"Node37","Node32","0.140208001174183","0"
"Node42","Node32","0.000298739285321168","0"
"Node44","Node32","0.0174045946492831","0"
"Node45","Node32","0.082975975861087","0.0593015257788798"
"Node60","Node32","0.226813426933512","0"
"Node87","Node32","0.00393050309894982","0"
"Node8","Node34","0.23707704413117","0.0642816395921381"
"Node94","Node34","0.0181237785282783","0.0137573985122151"
"Node6","Node35","0","0.0363016525443897"
"Node7","Node35","0.0176509995256197","0.0233630843227693"
"Node45","Node35","0.0326649893725022","0.0235511513246414"
"Node49","Node35","0.0162164041710278","0"
"Node72","Node35","0.230188069534712","0.00283615253419151"
"Node86","Node35","0.0510387886678888","0"
"Node44","Node36","0.0171991404850829","0.0239148917327904"
"Node44","Node37","0.145209372155855","0"
"Node49","Node37","0.183659983929104","0"
"Node58","Node37","0.155893075055452","0"
"Node60","Node37","0.0757892544552533","0"
"Node62","Node37","0.0876094701985283","0"
"Node77","Node37","0.126518173178968","0"
"Node87","Node37","0.0835266340213034","0"
"Node44","Node39","0.00589560906931408","0"
"Node46","Node39","0.00105989623317173","0"
"Node47","Node39","0.0286436358359148","0.0339049191513719"
"Node49","Node39","0.0217418465216791","0"
"Node50","Node39","0.0509156985205894","0"
"Node54","Node39","0.164335416467953","0.0531196533688934"
"Node56","Node39","0.0332963588076324","0"
"Node72","Node39","0.0135796738596763","0"
"Node73","Node39","0.00185021129218132","0"
"Node74","Node39","0.147731051959526","0"
"Node76","Node39","0.0699963452130712","0.0117199755727418"
"Node82","Node39","0.00588697672049154","0.00578028626807163"
"Node84","Node39","0.308801798985676","0.0225969320061891"
"Node59","Node40","0","0"
"Node79","Node40","0.0135815501599303","0"
"Node82","Node40","0.00557416797594232","0"
"Node45","Node41","0.0427020645050286","0.12394062437761"
"Node46","Node41","0.136739577754419","0.0243896505279414"
"Node51","Node41","0.142286903610734","0"
"Node53","Node41","0.110387046792655","0.0344299672008471"
"Node54","Node41","0.00691697787782329","0.00129096077817281"
"Node61","Node41","0.0534449985238973","0"
"Node62","Node41","0","0.101437184015407"
"Node64","Node41","0.0119891025998439","0"
"Node67","Node41","0.0705610090934674","0.0711195420955861"
"Node76","Node41","0.240456002256612","0"
"Node77","Node41","0.0133689894781857","0"
"Node78","Node41","0.0770727220945873","0"
"Node82","Node41","0.121918597488528","0.0385299046122882"
"Node83","Node41","0.147785693521331","0.0037572616487008"
"Node97","Node41","0.0838456995442899","0.015760640660773"
"Node45","Node43","0.00528313912130576","0.0958468494101448"
"Node46","Node43","0.0717295732660431","0"
"Node47","Node43","0.0506335543448465","0"
"Node48","Node43","0.0740541496498125","0"
"Node50","Node43","0.0207464174352481","0"
"Node53","Node43","0","0"
"Node55","Node43","0.100697151340511","0"
"Node59","Node43","0.0520357093926127","0"
"Node71","Node43","0.0675093707573491","0"
"Node74","Node43","0.107870126289929","0.0349067477083824"
"Node83","Node43","0.0114188791477148","0"
"Node84","Node43","0.180428332516899","0.12204912748565"
"Node85","Node43","0.0159955033086358","0"
"Node86","Node43","0.0245020635295768","0.0511106006463852"
"Node97","Node43","0.00956858610342464","0"
"Node5","Node44","0.0232697403530237","0.0297681942841999"
"Node9","Node44","0.0762520758619415","0.00518960030709335"
"Node45","Node44","0.0892212766565751","0.114526968925914"
"Node46","Node44","0.0674936243343192","0"
"Node49","Node44","0.108065685176812","0.0566182045149544"
"Node62","Node44","0.0314078304947658","0.145655809765123"
"Node74","Node44","0.194019199087126","0.00214393487183431"
"Node77","Node44","0.00983405501285134","0"
"Node82","Node44","0.0185450968169226","0"
"Node86","Node44","0","0.00643346700428494"
"Node96","Node44","0.036100268025605","0.111148769396472"
"Node7","Node45","0.128976199979088","0.00854960520082577"
"Node46","Node45","0.13562588772754","0.0147139709246425"
"Node49","Node45","0.0787841043658186","0.0305757058607637"
"Node51","Node45","0.0389160046645342","0"
"Node53","Node45","0.032806428885056","0.0456117595834266"
"Node55","Node45","0.0573573079178692","0.014249822861438"
"Node65","Node45","0.114852721564723","0"
"Node67","Node45","0.0912544102633799","0.113375024429004"
"Node73","Node45","0.139560205858425","0"
"Node86","Node45","0.0391229895349495","0"
"Node91","Node45","0.0513985048887984","0.0198536039345887"
"Node95","Node45","0.00388141098956228","0.0187562253519696"
"Node9","Node46","0","0"
"Node47","Node46","0.0737674790862125","0"
"Node59","Node46","0","0"
"Node63","Node46","0.0797650980500832","0"
"Node65","Node46","0.0698852695645162","0"
"Node67","Node46","0.0527247175404702","0.000999170635161076"
"Node75","Node46","0.0670123401910306","0"
"Node78","Node46","0.0323062358057924","0.0179431395201201"
"Node83","Node46","0","0"
"Node84","Node46","0.0258143263094779","0.0193959823805638"
"Node85","Node46","0.0733214868367338","0.0438119120108762"
"Node86","Node46","0.0790449793582333","0"
"Node48","Node47","0.0452560059731072","0"
"Node50","Node47","0.141342189630114","0.0467856107388876"
"Node54","Node47","0.0173814721318035","0.0190506058265435"
"Node56","Node47","0.0950271373602614","0.0244005514062201"
"Node58","Node47","0.0140385090371114","0"
"Node67","Node47","0.00788397853870513","0.0349300268419615"
"Node73","Node47","0","0"
"Node74","Node47","0.0245300291450305","0"
"Node84","Node47","0.08777851725284","0"
"Node85","Node47","0","0"
"Node51","Node48","0.00443067811364876","0.00142707137589016"
"Node54","Node48","0.0101105957321234","0"
"Node65","Node48","0.101841705924999","0"
"Node72","Node48","0.0020964725310893","0"
"Node85","Node48","0.00384962366739232","0"
"Node91","Node48","0.0864537457202796","0"
"Node5","Node49","0.0856971340478718","0.083843930630725"
"Node7","Node49","0.0400548183641309","0"
"Node9","Node49","0.0540834901920146","0"
"Node50","Node49","0.0206537235717012","0.0188686621931744"
"Node53","Node49","0.0239696216390341","0"
"Node54","Node49","0.0602290325017738","0.00314774172594174"
"Node56","Node49","0.0690680503368633","0.00911306786031671"
"Node65","Node49","0.0517575077647651","0"
"Node74","Node49","0.0276618224296711","0"
"Node77","Node49","0.136004512412295","0"
"Node82","Node49","0.11966785895875","0"
"Node84","Node49","0.130384938607423","0.0198793845237074"
"Node86","Node49","0.0509444814289315","0"
"Node96","Node49","0.175083015492785","0.0485828700574613"
"Node9","Node50","0.048524771056568","0"
"Node54","Node50","0.104246437977374","0"
"Node56","Node50","0.160410269592428","0"
"Node72","Node50","0.0219023436463735","0"
"Node84","Node50","0.0658637659117778","0.00757762011838391"
"Node85","Node50","0.113077558132443","0.00568924981940226"
"Node86","Node50","0.00127737274009042","0"
"Node91","Node50","0.0536273234413112","0"
"Node97","Node50","0.00561990661478144","0"
"Node54","Node51","0.0223687667550986","0"
"Node62","Node51","0.12775254284548","0.0686988108930588"
"Node65","Node51","0.0409376609467874","0"
"Node77","Node51","0.0525875002549279","0"
"Node78","Node51","0.0314938150178445","0"
"Node89","Node51","0.0609397155939531","0"
"Node91","Node51","0.0762953560218527","0"
"Node56","Node52","0.0826665454773691","0"
"Node57","Node52","0.00991187215412031","0"
"Node59","Node52","0.0281832368025928","0"
"Node69","Node52","0.03118739280856","0"
"Node72","Node52","0.0474320887320255","0"
"Node85","Node52","0","0.0455448124823439"
"Node97","Node52","0.127644577807417","0"
"Node9","Node53","0.0573966046018962","0"
"Node55","Node53","0.102641774869942","0"
"Node63","Node53","0","0"
"Node69","Node53","0.0136148721048921","0"
"Node70","Node53","0.0026209656258795","0"
"Node72","Node53","0.0752138219716323","0"
"Node73","Node53","0.0120640412774581","0.0196534261779811"
"Node76","Node53","0.0163128766732089","0.0754671047746828"
"Node82","Node53","0.0921094158446969","0"
"Node84","Node53","0.0869781928197013","0"
"Node85","Node53","0.0191532601305502","0"
"Node86","Node53","0.00447374008183671","0.126650463644835"
"Node88","Node53","0","0"
"Node93","Node53","0.084704078145362","0.0756211151906968"
"Node97","Node53","0.0663320477093343","0.0551598380981012"
"Node9","Node54","0.0338007898367788","0.0172683926799526"
"Node56","Node54","0.192133128636896","0.0886662289734955"
"Node58","Node54","0.014202135655312","0"
"Node67","Node54","0.000937707841625526","0"
"Node73","Node54","0.00518387318598626","0"
"Node74","Node54","0.0562451277828824","0"
"Node76","Node54","0.18424929023079","0.0559929819098458"
"Node78","Node54","0.0377201490077753","0.0538258483152114"
"Node82","Node54","0.0326957504270572","0"
"Node84","Node54","0.0897456386123035","0.0274184902066102"
"Node85","Node54","0.082614057407822","0.0280631259650652"
"Node86","Node54","0.0259656406932736","0.0222985431396896"
"Node96","Node54","0.00444609116159129","0"
"Node73","Node55","0.224391675549865","0"
"Node6","Node56","0.0253236344867479","0"
"Node9","Node56","0.0156836386158712","0"
"Node67","Node56","0.0727079586173184","0"
"Node72","Node56","0.0868313450976471","0"
"Node74","Node56","0.0192682892294047","0"
"Node78","Node56","0.011299693181425","0"
"Node82","Node56","0.0918619249608867","0"
"Node84","Node56","0.125296524514975","0.0340291660846525"
"Node85","Node56","0.0895018957880807","0.0476969404827239"
"Node86","Node56","0","0"
"Node93","Node56","0","0"
"Node97","Node56","0.122451903432891","0.0444222254857667"
"Node70","Node59","0","0"
"Node71","Node59","0","0.14842560116267"
"Node78","Node59","0.0189025516615408","0"
"Node79","Node59","0","0.0278695511098101"
"Node82","Node59","0.00973612388249197","0"
"Node86","Node59","0","0"
"Node91","Node59","0.0900422233274886","0"
"Node97","Node59","0.0959130152934265","0.00528407624099047"
"Node62","Node60","0.179615759742432","0.062165408396867"
"Node63","Node61","0","0"
"Node64","Node61","0.241567364457328","0.121427322324631"
"Node94","Node61","0.0601786992105774","0"
"Node9","Node62","0.0724773479505946","0.100407210621734"
"Node65","Node62","0.00152182767946439","0"
"Node82","Node62","0.0298931143000785","0"
"Node75","Node63","0.0396083797878623","0.016997518095073"
"Node75","Node64","0.0455784774309761","0"
"Node83","Node64","0.0116524120151966","0"
"Node94","Node64","0.124657270030397","0"
"Node9","Node65","0.0507405421484968","0"
"Node70","Node65","0.146827012180195","0"
"Node72","Node65","0.0271273538472903","0.0770437962091964"
"Node86","Node65","0.0359885474396938","0"
"Node9","Node67","0.000489649396507879","0.030293078957562"
"Node73","Node67","0.00852398144105155","0"
"Node74","Node67","0.127991910838608","0"
"Node82","Node67","0.0427909872969381","0"
"Node85","Node67","0","0"
"Node93","Node67","0.0904011118669379","0"
"Node97","Node67","0.0674238220227555","0"
"Node9","Node69","0.00676967424569715","0"
"Node72","Node69","0.0139357060218563","0"
"Node88","Node69","0.0248352598357002","0"
"Node93","Node69","0.183227912594649","0"
"Node78","Node70","0.0751370518085347","0"
"Node77","Node71","0.021655713526176","0"
"Node83","Node71","0.00684401466152647","0"
"Node85","Node71","0.137836229321768","0"
"Node91","Node71","0.0538097391776126","0.0583130686526537"
"Node97","Node71","0.0808967119512899","0.0479551359078272"
"Node9","Node72","0.0617618756974326","0"
"Node74","Node72","0.0639208595248529","0"
"Node82","Node72","0","0"
"Node84","Node72","0.032399756779884","0"
"Node86","Node72","0.234054562047536","0"
"Node93","Node72","0.00323435711594284","0"
"Node97","Node72","0.143744416128368","0"
"Node84","Node73","0.00634994733850416","0"
"Node9","Node74","0.00439131816824426","0"
"Node77","Node74","0.0841873563544812","0.0181563247440819"
"Node82","Node74","0.125563727320403","0"
"Node84","Node74","0.0571229990881989","0.132232160111963"
"Node91","Node74","0.00274799018928111","0"
"Node9","Node75","0.0471796353770246","0.0139719832203295"
"Node93","Node75","0.161800607987265","0"
"Node94","Node75","0.0618756073535038","0"
"Node97","Node75","0.00432745002174447","0"
"Node77","Node76","0.0775677708847226","0.0446637372159781"
"Node83","Node76","0.174127089617531","0"
"Node84","Node76","0.0839029262855063","0"
"Node78","Node77","0.250115501780779","0.0688304445581281"
"Node82","Node77","0.12991450189038","0"
"Node84","Node77","0.126891575140572","0.0799993269636562"
"Node97","Node77","0.027806661622473","0.0173169589226901"
"Node79","Node78","0.0127044759559541","0.153977788326225"
"Node82","Node78","0.000170646510864229","0.0656235508953672"
"Node84","Node78","0.026468330178008","0"
"Node88","Node78","0.0896571722364882","0"
"Node92","Node78","0.125849548547061","0"
"Node97","Node78","0.127255597307614","0"
"Node82","Node79","0.0433943735497326","0.0864917405665103"
"Node84","Node79","0.011205060914236","0.0477554679071881"
"Node9","Node82","0.110006663383176","0"
"Node84","Node82","0","0"
"Node86","Node82","0","0"
"Node87","Node82","0","0"
"Node88","Node82","0.00774544614243462","0.0092883530294044"
"Node93","Node82","0","0"
"Node97","Node82","0.101229761897289","0"
"Node9","Node83","0","0"
"Node85","Node83","0.0881629813407866","0"
"Node88","Node83","0.110339516952137","0"
"Node93","Node83","0.0891276882988895","0.0501404580743371"
"Node97","Node83","0.0791800030604736","0"
"Node9","Node84","0.0517233372735969","0"
